,full_name,selling_price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_power
11270,honda jazz,5.0,2016,Individual,100000,First Owner,Diesel,Manual,27.3,1498,98.6
11271,honda jazz,7.25,2016,Dealer,16000,First Owner,Diesel,Manual,27.3,1498,98.6
11272,volkswagen polo,2.9,2014,Individual,85000,First Owner,Petrol,Manual,16.47,1198,74.0
11273,tata indigo,1.0,2009,Individual,40000,First Owner,Petrol,Manual,15.4,1193,65.0
11274,maruti celerio,3.19,2014,Dealer,43500,First Owner,Petrol,Manual,23.1,998,67.04
11275,chevrolet tavera,3.0,2009,Individual,90000,First Owner,Diesel,Manual,14.8,2499,80.0
11276,maruti swift,6.25,2020,Dealer,1332,First Owner,Petrol,Manual,21.21,1197,81.8
11277,maruti swift,4.75,2013,Dealer,55204,First Owner,Diesel,Manual,22.9,1248,74.0
11278,hyundai i20,3.5,2011,Individual,50000,First Owner,Diesel,Manual,23.0,1396,90.0
11279,hyundai verna,10.0,2019,Individual,24500,First Owner,Diesel,Manual,24.0,1396,88.76
11280,toyota platinum,5.9,2018,Dealer,10261,First Owner,Petrol,Manual,16.78,1496,88.73
11281,honda amaze,5.0,2016,Dealer,48649,First Owner,Diesel,Manual,25.8,1498,98.6
11282,maruti wagon,4.2,2019,Individual,15000,First Owner,Petrol,Manual,20.51,998,67.04
11283,chevrolet beat,2.45,2016,Dealer,71523,First Owner,Petrol,Manual,18.6,1199,76.8
11284,mahindra xuv500,8.5,2013,Individual,40000,First Owner,Diesel,Manual,15.1,2179,140.0
11285,tata nexon,9.0,2019,Individual,40000,First Owner,Diesel,Manual,21.5,1497,108.5
11286,maruti 800,1.0,2005,Individual,45610,First Owner,Petrol,Manual,16.1,796,37.0
11287,maruti alto,2.1,2012,Individual,11500,First Owner,Petrol,Manual,20.92,998,67.1
11288,hyundai getz,0.9,2008,Individual,40000,First Owner,Petrol,Manual,15.0,1086,66.6
11289,mahindra xuv500,10.3,2016,Individual,70000,First Owner,Diesel,Automatic,16.0,2179,140.0
11290,hyundai eon,2.7,2016,Dealer,21900,First Owner,Petrol,Manual,20.3,998,68.05
11291,maruti eeco,1.75,2012,Dealer,56000,First Owner,Petrol,Manual,15.37,1196,73.0
11292,mahindra xylo,5.25,2013,Dealer,53860,First Owner,Diesel,Manual,14.0,2498,112.0
11293,maruti swift,4.25,2015,Individual,70000,First Owner,Diesel,Manual,25.2,1248,74.0
11294,mahindra xuv500,12.5,2017,Dealer,60000,First Owner,Diesel,Automatic,16.0,2179,140.0
11295,maruti ciaz,4.75,2015,Individual,65000,First Owner,Diesel,Manual,28.09,1248,88.5
11296,maruti swift,5.5,2018,Individual,140000,First Owner,Diesel,Manual,23.4,1248,74.0
11297,mahindra quanto,3.0,2013,Individual,80000,First Owner,Diesel,Manual,17.21,1493,100.0
11298,renault kwid,4.9,2019,Individual,7000,First Owner,Petrol,Automatic,24.04,999,67.0
11299,jaguar xf,21.0,2014,Dealer,19000,First Owner,Diesel,Automatic,16.36,2179,187.7
11300,tata zest,3.0,2017,Individual,70000,First Owner,Petrol,Manual,17.57,1193,88.7
11301,honda city,1.25,2005,Individual,90000,First Owner,Petrol,Manual,13.0,1343,90.0
11302,maruti swift,1.2,2007,Individual,70000,First Owner,Diesel,Manual,17.8,1248,75.0
11303,hyundai grand,4.1,2016,Dealer,34000,First Owner,Petrol,Manual,18.9,1197,82.0
11304,tata safari,11.0,2018,Individual,60000,First Owner,Diesel,Manual,14.1,2179,147.94
11305,honda brio,3.0,2014,Individual,59060,First Owner,Petrol,Manual,19.4,1198,86.8
11306,volkswagen vento,4.49,2016,Dealer,29432,First Owner,Diesel,Manual,22.27,1498,108.6
11307,honda jazz,4.99,2016,Dealer,49000,First Owner,Petrol,Manual,16.6,1199,88.51
11308,maruti ritz,1.8,2010,Individual,120000,First Owner,Diesel,Manual,21.1,1248,73.9
11309,maruti swift,6.8,2018,Individual,15000,First Owner,Petrol,Automatic,21.21,1197,81.8
11310,hyundai verna,1.2,2007,Individual,120000,First Owner,Diesel,Manual,16.8,1493,110.0
11311,maruti swift,4.5,2013,Individual,60500,First Owner,Diesel,Manual,23.4,1248,74.0
11312,maruti ignis,5.5,2018,Individual,15000,First Owner,Petrol,Manual,20.89,1197,81.8
11313,maruti vitara,7.5,2017,Individual,90000,First Owner,Diesel,Manual,24.3,1248,88.5
11314,ford freestyle,7.3,2018,Individual,50000,First Owner,Diesel,Manual,24.4,1498,98.63
11315,maruti eeco,2.5,2015,Individual,70000,First Owner,Petrol,Manual,15.37,1196,73.0
11316,maruti omni,1.75,2013,Dealer,35000,First Owner,Petrol,Manual,14.0,796,35.0
11317,mahindra bolero,3.8,2014,Individual,225000,First Owner,Diesel,Manual,15.96,2523,63.0
11318,volkswagen polo,3.35,2013,Individual,35000,First Owner,Petrol,Manual,16.47,1198,73.9
11319,toyota innova,6.6,2011,Individual,180000,First Owner,Diesel,Manual,12.8,2494,102.0
11320,hyundai grand,5.8,2020,Individual,5600,First Owner,Petrol,Manual,18.9,1197,81.86
11321,tata nexon,10.2,2018,Individual,50000,First Owner,Diesel,Automatic,21.5,1497,108.5
11322,hyundai i20,5.25,2015,Dealer,23114,First Owner,Petrol,Manual,18.6,1197,81.83
11323,toyota etios,2.5,2011,Dealer,84815,First Owner,Diesel,Manual,23.59,1364,67.04
11324,honda city,2.0,2007,Dealer,75075,First Owner,Petrol,Manual,17.7,1497,78.0
11325,datsun go,5.6,2020,Individual,15000,First Owner,Petrol,Manual,19.02,1198,67.05
11326,hyundai grand,3.5,2014,Dealer,50000,First Owner,Diesel,Manual,24.0,1120,70.0
11327,honda jazz,2.59,2012,Dealer,46967,First Owner,Petrol,Manual,16.7,1198,88.8
11328,tata safari,4.5,2011,Individual,40000,First Owner,Diesel,Manual,13.93,2179,138.0
11329,renault duster,4.95,2014,Dealer,50000,First Owner,Diesel,Manual,20.45,1461,83.8
11330,hyundai verna,3.89,2012,Individual,40000,First Owner,Petrol,Manual,17.1,1591,121.3
11331,hyundai grand,5.0,2014,Individual,15000,First Owner,Petrol,Manual,18.9,1197,82.0
11332,ford ecosport,7.25,2017,Dealer,14636,First Owner,Petrol,Manual,15.9,1496,120.69
11333,skoda octavia,13.99,2017,Dealer,31111,First Owner,Diesel,Automatic,19.5,1968,141.0
11334,mahindra kuv100,3.8,2018,Individual,20000,First Owner,Petrol,Manual,18.15,1198,82.0
11335,maruti omni,1.0,2012,Individual,110000,First Owner,Petrol,Manual,19.7,796,35.0
11336,toyota innova,8.0,2012,Individual,250000,First Owner,Petrol,Manual,12.4,1998,132.0
11337,hyundai i10,1.91,2009,Dealer,50000,First Owner,Petrol,Manual,19.81,1086,68.05
11338,maruti swift,3.4,2013,Dealer,70000,First Owner,Diesel,Manual,23.4,1248,74.0
11339,hyundai i20,2.4,2011,Dealer,38225,First Owner,Petrol,Manual,18.5,1197,80.0
11340,volkswagen polo,8.3,2017,Dealer,18000,First Owner,Petrol,Automatic,17.21,1197,103.5
11341,tata zest,4.5,2018,Individual,15000,First Owner,Diesel,Manual,22.95,1248,74.0
11342,honda brio,2.85,2014,Dealer,33500,First Owner,Petrol,Manual,18.5,1198,86.8
11343,maruti vitara,7.35,2018,Individual,40000,First Owner,Diesel,Manual,24.3,1248,88.5
11344,chevrolet sail,2.5,2015,Individual,17000,First Owner,Petrol,Manual,18.2,1199,82.5
11345,maruti eeco,4.0,2018,Individual,20000,First Owner,Petrol,Manual,15.37,1196,73.0
11346,honda city,8.75,2015,Dealer,56210,First Owner,Diesel,Manual,26.0,1498,98.6
11347,datsun go,2.75,2015,Individual,45000,First Owner,Petrol,Manual,19.44,1198,67.0
11348,tata nano,0.75,2010,Dealer,11000,First Owner,Petrol,Manual,26.0,624,35.0
11349,maruti swift,3.99,2016,Dealer,65000,First Owner,Diesel,Manual,22.9,1248,74.0
11350,hyundai i20,6.6,2019,Individual,25000,First Owner,Petrol,Manual,18.6,1197,81.86
11351,honda city,3.0,2007,Dealer,44621,First Owner,Petrol,Manual,13.0,1343,90.0
11352,honda jazz,6.0,2018,Dealer,44503,First Owner,Petrol,Manual,18.7,1199,88.7
11353,maruti wagon,3.2,2017,Individual,60000,First Owner,CNG,Manual,19.6,998,58.16
11354,mercedesbenz cla,21.5,2016,Dealer,32000,First Owner,Diesel,Automatic,17.9,2143,134.1
11355,honda amaze,3.99,2015,Dealer,59000,First Owner,Petrol,Manual,18.0,1198,86.7
11356,maruti ignis,5.0,2018,Individual,16000,First Owner,Petrol,Automatic,20.89,1197,81.8
11357,maruti celerio,3.25,2015,Individual,11668,First Owner,Petrol,Manual,23.1,998,67.04
11358,mahindra thar,10.0,2019,Individual,23000,First Owner,Diesel,Manual,16.55,2498,105.0
11359,chevrolet spark,1.2,2011,Individual,50000,First Owner,Petrol,Manual,18.0,995,62.0
11360,maruti baleno,5.5,2015,Dealer,29000,First Owner,Diesel,Manual,27.39,1248,74.0
11361,chevrolet beat,2.1,2013,Individual,84000,First Owner,Diesel,Manual,25.44,936,57.6
11362,hyundai creta,13.5,2018,Dealer,105692,First Owner,Diesel,Manual,19.67,1582,126.2
11363,maruti omni,2.0,2017,Individual,60000,First Owner,Petrol,Manual,16.8,796,34.2
11364,honda civic,2.0,2007,Individual,60000,First Owner,Petrol,Manual,13.5,1799,130.0
11365,maruti celerio,4.2,2017,Individual,40000,First Owner,Petrol,Automatic,23.1,998,67.04
11366,maruti sx4,7.75,2016,Dealer,54000,First Owner,Diesel,Manual,23.65,1248,88.5
11367,maruti ertiga,4.7,2013,Dealer,44500,First Owner,Petrol,Manual,19.01,1462,103.26
11368,maruti swift,4.6,2015,Individual,62500,First Owner,Diesel,Manual,25.2,1248,74.0
11369,ford ecosport,8.7,2018,Dealer,54400,First Owner,Diesel,Manual,21.7,1498,98.96
11370,toyota innova,5.25,2010,Dealer,48000,First Owner,Diesel,Manual,12.8,2494,102.0
11371,maruti swift,8.9,2019,Dealer,7000,First Owner,Diesel,Manual,28.4,1248,74.02
11372,bmw 3,18.9,2015,Dealer,39000,First Owner,Diesel,Automatic,19.59,1995,184.0
11373,mahindra xuv500,7.0,2015,Individual,40000,First Owner,Diesel,Manual,15.1,2179,140.0
11374,tata indica,0.65,2007,Dealer,80000,First Owner,Diesel,Manual,17.88,1396,52.8
11375,maruti swift,9.0,2018,Individual,100000,First Owner,Diesel,Manual,28.4,1248,74.02
11376,volkswagen jetta,3.75,2009,Dealer,81789,First Owner,Diesel,Automatic,15.5,1896,105.0
11377,maruti swift,3.5,2013,Individual,70000,First Owner,Petrol,Manual,19.1,1197,85.8
11378,ford ikon,1.0,2006,Individual,48000,First Owner,Petrol,Manual,13.8,1299,70.0
11379,tata manza,3.45,2012,Dealer,65000,First Owner,Diesel,Manual,21.12,1248,88.8
11380,hyundai eon,2.6,2012,Dealer,52000,First Owner,Petrol,Manual,21.1,814,55.2
11381,skoda laura,3.5,2010,Dealer,350000,First Owner,Diesel,Manual,17.5,1896,106.0
11382,renault triber,5.5,2019,Individual,23000,First Owner,Petrol,Manual,20.0,999,72.0
11383,maruti alto,1.25,2010,Individual,72000,First Owner,CNG,Manual,19.77,796,38.4
11384,skoda rapid,4.0,2012,Individual,80000,First Owner,Diesel,Manual,20.5,1598,103.5
11385,maruti baleno,7.3,2019,Individual,6500,First Owner,Petrol,Manual,21.1,998,100.5
11386,hyundai i10,2.59,2014,Dealer,36976,First Owner,Petrol,Manual,19.81,1086,68.05
11387,renault kwid,2.2,2016,Individual,10000,First Owner,Petrol,Manual,25.17,799,53.3
11388,hyundai eon,1.85,2012,Dealer,38000,First Owner,Petrol,Manual,21.1,814,55.2
11389,ford endeavour,21.0,2016,Dealer,120000,First Owner,Diesel,Automatic,10.91,3198,197.0
11390,hyundai grand,4.0,2014,Individual,50000,First Owner,Petrol,Manual,18.9,1197,82.0
11391,tata sumo,1.6,2008,Individual,150000,First Owner,Diesel,Manual,12.4,2956,70.0
11392,honda city,5.2,2014,Individual,85000,First Owner,Diesel,Manual,26.0,1498,98.6
11393,renault kwid,3.5,2016,Dealer,27000,First Owner,Petrol,Manual,25.17,799,53.3
11394,tata tiago,4.6,2018,Dealer,27120,First Owner,Petrol,Manual,23.84,1199,84.0
11395,maruti swift,7.75,2018,Dealer,37000,First Owner,Diesel,Automatic,28.4,1248,74.0
11396,mahindra xuv500,11.5,2017,Dealer,25000,First Owner,Diesel,Manual,16.0,2179,140.0
11397,maruti swift,6.0,2018,Individual,50000,First Owner,Diesel,Manual,28.4,1248,74.02
11398,honda city,8.0,2016,Individual,122000,First Owner,Diesel,Manual,26.0,1498,98.6
11399,toyota etios,5.0,2017,Dealer,61000,First Owner,Diesel,Manual,23.59,1364,67.04
11400,mahindra bolero,7.65,2018,Dealer,32525,First Owner,Diesel,Manual,16.5,1493,70.0
11401,maruti swift,7.1,2018,Individual,20000,First Owner,Diesel,Manual,28.4,1248,74.02
11402,ford figo,3.25,2012,Dealer,62230,First Owner,Diesel,Manual,20.0,1399,68.05
11403,maruti alto,1.3,2009,Individual,68000,First Owner,Petrol,Manual,19.7,796,46.3
11404,maruti alto,1.4,2008,Individual,35000,First Owner,Petrol,Manual,19.7,796,46.3
11405,honda city,4.5,2013,Dealer,38000,First Owner,Petrol,Manual,16.8,1497,116.3
11406,hyundai i10,2.5,2012,Dealer,45160,First Owner,Petrol,Manual,20.36,1197,78.9
11407,hyundai getz,0.98,2005,Dealer,50000,First Owner,Petrol,Manual,15.3,1341,83.0
11408,honda city,5.11,2014,Dealer,35000,First Owner,Diesel,Manual,26.0,1498,98.6
11409,hyundai i10,3.7,2013,Dealer,61500,First Owner,Petrol,Automatic,16.95,1197,78.9
11410,mahindra bolero,6.2,2018,Individual,45000,First Owner,Diesel,Manual,16.5,1493,70.0
11411,maruti swift,5.5,2015,Individual,50000,First Owner,Diesel,Manual,25.2,1248,74.0
11412,hyundai xcent,3.8,2018,Individual,100000,First Owner,Diesel,Manual,25.4,1186,73.97
11413,honda amaze,5.49,2019,Dealer,47001,First Owner,Diesel,Manual,25.8,1498,98.6
11414,ford figo,2.1,2010,Individual,80000,First Owner,Diesel,Manual,20.0,1399,68.0
11415,ford figo,2.4,2014,Individual,88000,First Owner,Diesel,Manual,20.0,1399,68.05
11416,datsun redigo,3.49,2018,Dealer,14001,First Owner,Petrol,Automatic,23.0,999,67.0
11417,hyundai grand,4.75,2015,Dealer,69000,First Owner,Petrol,Automatic,18.9,1197,82.0
11418,hyundai santro,1.5,2008,Dealer,70000,First Owner,Petrol,Manual,17.92,1086,62.1
11419,toyota innova,15.26,2019,Individual,50000,First Owner,Diesel,Manual,13.68,2393,147.8
11420,maruti swift,6.48,2017,Individual,70000,First Owner,Diesel,Manual,28.4,1248,74.02
11421,honda city,7.85,2016,Individual,80000,First Owner,Petrol,Manual,17.8,1497,117.3
11422,maruti swift,4.6,2015,Individual,25000,First Owner,Petrol,Manual,20.4,1197,81.8
11423,renault kwid,3.7,2018,Dealer,25000,First Owner,Petrol,Automatic,24.04,999,67.0
11424,ford ecosport,5.25,2015,Dealer,142000,First Owner,Diesel,Manual,21.7,1498,98.96
11425,hyundai xcent,5.25,2014,Dealer,54000,First Owner,Petrol,Manual,19.1,1197,81.86
11426,maruti eeco,3.22,2019,Individual,15000,First Owner,Petrol,Manual,15.37,1196,73.0
11427,skoda rapid,4.5,2014,Individual,20000,First Owner,Petrol,Manual,15.0,1598,103.6
11428,hyundai i20,5.35,2018,Individual,25000,First Owner,Petrol,Manual,18.6,1197,81.86
11429,honda city,4.0,2011,Individual,17000,First Owner,Petrol,Automatic,16.8,1497,118.0
11430,hyundai i20,6.99,2018,Dealer,1493,First Owner,Petrol,Manual,18.6,1197,81.83
11431,hyundai i10,3.99,2016,Dealer,48000,First Owner,Petrol,Manual,19.81,1086,68.05
11432,hyundai i20,5.35,2017,Dealer,30000,First Owner,Petrol,Manual,17.0,1197,80.0
11433,maruti alto,2.15,2015,Dealer,48000,First Owner,Petrol,Manual,22.74,796,47.3
11434,mahindra thar,7.0,2015,Dealer,58376,First Owner,Diesel,Manual,16.55,2498,105.0
11435,audi q3,16.1,2013,Dealer,35000,First Owner,Diesel,Automatic,15.73,1968,174.33
11436,honda city,10.25,2019,Dealer,21000,First Owner,Petrol,Manual,17.8,1497,117.3
11437,mahindra bolero,4.45,2012,Dealer,68000,First Owner,Diesel,Manual,13.6,2523,63.0
11438,kia seltos,15.6,2019,Individual,5000,First Owner,Petrol,Manual,16.1,1353,138.0
11439,hyundai elantra,15.75,2018,Individual,13000,First Owner,Petrol,Automatic,14.62,1999,149.92
11440,mahindra scorpio,12.0,2017,Individual,51000,First Owner,Diesel,Manual,15.4,1997,120.0
11441,hyundai i20,2.35,2009,Dealer,71000,First Owner,Petrol,Manual,20.35,1197,81.86
11442,honda city,5.75,2017,Dealer,55000,First Owner,Petrol,Manual,17.8,1497,117.3
11443,ford freestyle,8.0,2019,Individual,10000,First Owner,Diesel,Manual,24.4,1498,98.63
11444,hyundai eon,2.1,2013,Individual,25000,First Owner,LPG,Manual,15.55,814,55.2
11445,ford fiesta,1.6,2007,Individual,90000,First Owner,Diesel,Manual,17.8,1399,68.0
11446,honda mobilio,5.5,2015,Dealer,54000,First Owner,Diesel,Manual,24.2,1498,98.6
11447,toyota innova,8.3,2015,Individual,165000,First Owner,Diesel,Manual,12.99,2494,100.6
11448,maruti ritz,2.25,2011,Dealer,56787,First Owner,Petrol,Manual,21.1,1197,85.8
11449,hyundai i20,3.25,2013,Dealer,35000,First Owner,Petrol,Manual,17.0,1197,80.0
11450,maruti vitara,7.25,2016,Dealer,64000,First Owner,Diesel,Manual,24.3,1248,88.5
11451,maruti swift,6.25,2018,Dealer,47230,First Owner,Petrol,Manual,22.0,1197,81.8
11452,maruti ciaz,7.25,2018,Dealer,23167,First Owner,Petrol,Manual,21.56,1462,103.25
11453,maruti ignis,4.25,2017,Individual,22115,First Owner,Petrol,Manual,20.89,1197,81.8
11454,maruti swift,6.32,2019,Dealer,38000,First Owner,Petrol,Manual,20.4,1197,81.8
11455,maruti wagon,1.75,2007,Dealer,53000,First Owner,Petrol,Manual,21.79,998,67.05
11456,toyota innova,18.49,2018,Dealer,27000,First Owner,Diesel,Automatic,11.36,2755,171.5
11457,hyundai i20,2.7,2011,Dealer,62540,First Owner,Petrol,Manual,18.5,1197,80.0
11458,mahindra xuv500,13.5,2017,Individual,20000,First Owner,Diesel,Automatic,16.0,1997,140.0
11459,hyundai eon,2.5,2016,Individual,50000,First Owner,Petrol,Manual,21.1,814,55.2
11460,maruti alto,1.56,2011,Individual,15000,First Owner,Petrol,Manual,19.7,796,46.3
11461,ford figo,1.5,2010,Individual,80000,First Owner,Petrol,Manual,15.6,1196,70.0
11462,honda wrv,8.95,2018,Dealer,22000,First Owner,Diesel,Manual,25.5,1498,98.6
11463,mahindra scorpio,6.0,2016,Dealer,36908,First Owner,Diesel,Manual,15.4,1997,120.0
11464,toyota platinum,5.4,2016,Dealer,35000,First Owner,Diesel,Manual,23.59,1364,67.04
11465,maruti swift,4.5,2015,Individual,70000,First Owner,Petrol,Manual,20.85,1197,83.14
11466,fiat grande,2.75,2013,Individual,120000,First Owner,Diesel,Manual,20.3,1248,75.0
11467,honda city,3.95,2012,Dealer,47000,First Owner,Petrol,Manual,16.8,1497,116.4
11468,skoda laura,3.25,2011,Dealer,89000,First Owner,Diesel,Manual,17.0,1896,105.0
11469,toyota fortuner,12.0,2011,Dealer,196777,First Owner,Diesel,Manual,11.5,2982,171.0
11470,hyundai grand,5.0,2018,Individual,40000,First Owner,Petrol,Manual,18.9,1197,81.86
11471,audi a3,14.95,2015,Dealer,22800,First Owner,Diesel,Automatic,20.38,1968,143.0
11472,mahindra kuv100,5.55,2018,Dealer,50000,First Owner,Diesel,Manual,25.32,1198,77.0
11473,tata zest,3.0,2016,Individual,80000,First Owner,Petrol,Manual,17.57,1193,88.7
11474,bmw 3,9.95,2012,Dealer,34000,First Owner,Diesel,Automatic,13.2,1995,170.0
11475,honda amaze,5.15,2016,Individual,40000,First Owner,Diesel,Manual,25.8,1498,98.6
11476,maruti celerio,4.5,2019,Individual,15000,First Owner,Petrol,Manual,23.1,998,67.04
11477,mahindra bolero,2.5,2006,Individual,340000,First Owner,Diesel,Manual,13.6,2523,63.0
11478,maruti omni,2.5,2017,Individual,15000,First Owner,Petrol,Manual,16.8,796,34.2
11479,hyundai xcent,3.75,2015,Individual,167500,First Owner,Diesel,Manual,24.4,1120,71.0
11480,maruti alto,3.25,2016,Dealer,16000,First Owner,Petrol,Manual,24.7,796,47.3
11481,maruti wagon,0.8,2006,Individual,90000,First Owner,LPG,Manual,12.75,1061,57.5
11482,maruti vitara,6.5,2016,Individual,80000,First Owner,Diesel,Manual,24.3,1248,88.5
11483,honda city,3.0,2006,Individual,40000,First Owner,Petrol,Manual,17.7,1497,78.0
11484,maruti swift,3.25,2013,Dealer,70000,First Owner,Diesel,Manual,23.4,1248,74.0
11485,maruti scross,7.5,2017,Individual,143000,First Owner,Diesel,Manual,25.1,1248,88.5
11486,maruti ertiga,6.25,2015,Individual,80000,First Owner,Diesel,Manual,20.77,1248,88.76
11487,maruti alto,2.5,2017,Individual,20000,First Owner,Petrol,Manual,24.7,796,47.3
11488,honda wrv,6.99,2017,Dealer,33000,First Owner,Diesel,Manual,25.5,1498,98.6
11489,ford aspire,4.5,2015,Individual,30000,First Owner,Petrol,Manual,18.16,1196,86.8
11490,tata safari,7.0,2018,Individual,70000,First Owner,Diesel,Manual,14.1,2179,147.94
11491,tata indigo,1.7,2013,Dealer,52000,First Owner,Diesel,Manual,16.6,1405,70.0
11492,maruti swift,2.5,2012,Individual,154600,First Owner,Diesel,Manual,19.3,1248,73.9
11493,hyundai i20,6.25,2015,Dealer,66392,First Owner,Diesel,Manual,21.19,1396,88.73
11494,honda brv,11.0,2018,Dealer,38000,First Owner,Diesel,Manual,21.9,1498,98.6
11495,volkswagen polo,5.0,2015,Individual,120000,First Owner,Diesel,Manual,20.14,1498,88.8
11496,hyundai xcent,5.5,2018,Individual,50000,First Owner,Petrol,Manual,20.14,1197,81.86
11497,maruti ciaz,7.0,2015,Individual,60000,First Owner,Diesel,Manual,28.09,1248,88.5
11498,bmw 3,29.0,2017,Dealer,20000,First Owner,Diesel,Automatic,13.2,1995,170.0
11499,toyota corolla,8.95,2016,Dealer,27000,First Owner,Petrol,Manual,14.28,1798,138.03
11500,mahindra scorpio,8.5,2015,Individual,80000,First Owner,Diesel,Manual,15.4,2179,120.0
11501,volkswagen vento,3.75,2014,Dealer,68000,First Owner,Diesel,Manual,20.54,1598,103.6
11502,mahindra scorpio,4.65,2012,Individual,70000,First Owner,Diesel,Manual,12.05,2179,120.0
11503,mahindra bolero,4.5,2012,Individual,80000,First Owner,Diesel,Manual,15.96,2523,62.1
11504,mahindra quanto,3.5,2014,Dealer,60000,First Owner,Diesel,Manual,17.21,1493,100.0
11505,tata tigor,5.5,2018,Individual,40000,First Owner,Petrol,Manual,20.3,1199,84.0
11506,mahindra bolero,6.25,2014,Dealer,56467,First Owner,Diesel,Manual,15.96,2523,62.1
11507,mahindra bolero,7.5,2018,Individual,20000,First Owner,Diesel,Manual,16.5,1493,70.0
11508,mahindra bolero,5.25,2015,Dealer,107107,First Owner,Diesel,Manual,15.96,2523,62.1
11509,maruti swift,3.69,2016,Individual,60000,First Owner,Petrol,Manual,20.85,1197,83.14
11510,datsun go,2.65,2015,Dealer,14000,First Owner,Petrol,Automatic,18.57,1198,76.43
11511,renault kwid,2.0,2015,Individual,30000,First Owner,Petrol,Manual,25.17,799,53.3
11512,maruti wagon,3.35,2016,Dealer,38000,First Owner,Petrol,Manual,21.79,998,67.05
11513,maruti swift,3.15,2011,Dealer,94991,First Owner,Petrol,Manual,18.6,1197,85.8
11514,datsun go,4.9,2019,Individual,3300,First Owner,Petrol,Manual,19.83,1198,67.0
11515,hyundai creta,8.75,2016,Individual,120000,First Owner,Diesel,Manual,19.67,1582,126.2
11516,toyota innova,19.0,2019,Dealer,10000,First Owner,Diesel,Automatic,11.36,2755,171.5
11517,toyota fortuner,12.25,2010,Dealer,182432,First Owner,Diesel,Manual,11.5,2982,171.0
11518,hyundai creta,10.0,2019,Individual,35000,First Owner,Diesel,Manual,22.1,1396,88.7
11519,maruti zen,2.2,2013,Dealer,14000,First Owner,Petrol,Manual,19.0,998,67.1
11520,tata tigor,6.0,2018,Dealer,15572,First Owner,Petrol,Manual,20.3,1199,84.0
11521,ford ecosport,5.9,2014,Dealer,82100,First Owner,Diesel,Manual,23.0,1498,98.96
11522,tata sumo,4.0,2015,Dealer,63063,First Owner,Diesel,Manual,15.3,2956,83.83
11523,toyota etios,3.29,2015,Individual,120000,First Owner,Diesel,Manual,23.59,1364,67.04
11524,hyundai creta,8.25,2016,Dealer,42530,First Owner,Petrol,Manual,15.29,1591,121.3
11525,mahindra bolero,4.5,2015,Individual,93648,First Owner,Diesel,Manual,15.96,2523,62.1
11526,mahindra kuv,3.15,2017,Individual,94000,First Owner,Petrol,Manual,18.15,1198,82.0
11527,mahindra tuv,7.75,2016,Dealer,15000,First Owner,Diesel,Automatic,18.49,1493,100.0
11528,nissan terrano,4.45,2014,Dealer,40000,First Owner,Diesel,Manual,19.01,1461,108.5
11529,hyundai creta,8.5,2016,Individual,25000,First Owner,Petrol,Manual,15.29,1591,121.3
11530,jaguar xf,12.99,2012,Dealer,73001,First Owner,Diesel,Automatic,14.74,2993,270.9
11531,volkswagen vento,2.6,2011,Dealer,36000,First Owner,Diesel,Manual,20.54,1598,103.5
11532,maruti wagon,1.8,2009,Dealer,42000,First Owner,Petrol,Manual,18.9,998,67.1
11533,mahindra renault,1.4,2010,Individual,110000,First Owner,Petrol,Manual,15.7,1390,75.0
11534,hyundai eon,3.5,2018,Individual,20000,First Owner,Petrol,Manual,20.3,998,68.05
11535,mahindra bolero,3.0,2011,Individual,70000,First Owner,Diesel,Manual,13.6,2523,63.0
11536,hyundai verna,4.75,2012,Dealer,65000,First Owner,Diesel,Manual,23.9,1582,126.2
11537,hyundai verna,11.25,2017,Individual,10000,First Owner,Petrol,Manual,17.0,1591,121.3
11538,tata indica,1.75,2015,Dealer,48000,First Owner,Diesel,Manual,25.0,1396,69.0
11539,maruti sx4,5.45,2016,Dealer,59000,First Owner,Diesel,Manual,23.65,1248,88.5
11540,hyundai i20,5.99,2016,Dealer,15000,First Owner,Diesel,Manual,21.19,1396,88.76
11541,mahindra kuv100,7.0,2020,Individual,35000,First Owner,Diesel,Manual,25.32,1198,77.0
11542,maruti wagon,1.65,2010,Individual,78000,First Owner,LPG,Manual,12.75,1061,57.5
11543,maruti alto,1.25,2011,Dealer,115000,First Owner,Petrol,Manual,19.7,796,46.3
11544,ford ecosport,4.49,2013,Dealer,39500,First Owner,Petrol,Automatic,16.5,1499,110.0
11545,maruti swift,4.0,2012,Individual,60000,First Owner,Diesel,Manual,22.9,1248,74.0
11546,hyundai eon,2.6,2016,Dealer,39000,First Owner,Petrol,Manual,21.1,814,55.2
11547,toyota innova,5.0,2009,Individual,120000,First Owner,Diesel,Manual,12.8,2494,102.0
11548,hyundai santro,0.6,2007,Individual,50000,First Owner,Petrol,Manual,17.8,1086,63.0
11549,honda brv,7.75,2016,Dealer,49393,First Owner,Diesel,Manual,21.9,1498,98.6
11550,maruti wagon,2.4,2010,Dealer,45154,First Owner,LPG,Manual,12.75,1061,57.5
11551,maruti alto,1.7,2013,Individual,70000,First Owner,Petrol,Manual,22.74,796,47.3
11552,honda amaze,3.3,2014,Individual,44000,First Owner,Petrol,Manual,18.0,1198,86.7
11553,hyundai grand,3.9,2017,Individual,30000,First Owner,Diesel,Manual,24.0,1186,73.97
